,i
C3 1935 v.2,1
.C6535 1895,1
.C73 1885,1
.B4 1953,1
A286 1958 Index,1
.H868 1956,1
.B8743 1956,1
.B76 1959 c.1,1
P48 1978,1
V56 1823,1
L49 1877,1
.A554 1889,1
N58 1857,1
.H457 1908,1
.S677 1923,1
C63 1975p,1
.T6776 1900z,1
M36 1853,1
.S5 1993,1
O5 1854,1
P48 1863,1
.A553 1899,1
N67 1898 c.1,1
.C87385 1953,1
.H35 1950,1
.N48 1979 c.2,1
J5 1912,1
G45 1907,1
R44 1881 c.1,1
K74p 1972,1
.W37 1975 c.2,1
.W3 1920,1
C8 1879,1
.T45 1947,1
N5 1885,1
.B69 1900,1
.S24 1891,1
M67 1872,1
P564 1958,1
A215 1800z,1
.P67 1955 c. 1,1
C467 1912,1
.W4345 1904,1
.W6638 1926,1
R53 1906,1
G9 1890,1
K46 1897 c.1,1
F35 1972,1
.B45 2009,1
S68 1989,1
.F385 1928,1
.G5353 1920,1
B766 1896,1
.A58 1904,1
G74 1910,1
.D25 1980,1
.A57 1988,1
1783b,1
B767 1910,1
A4 1833,1
.D466 1904,1
I5 1876,1
.D3986 1902,1
.D8375 1887,1
.B43 1867,1
R3 1891,1
S65 1850,1
.W66 1897,1
A45 1916,1
M53 2005,1
.J66 1927,1
A5 1850,1
F58 1900z,1
.B635 1897,1
I577 1923,1
.L43 1961,1
.B86,1
P73 1900z,1
R47 1846,1
R41 1930,1
E26 1969,1
B66 1931,1
.H3884 1844,1
.G866 1917,1
O56 1974 c.2,1
.B4 1900,1
.N4 1968,1
.F737 1965,1
.N678 1926,1
A5 1893,1
.D4637 1945,1
.E464 1919,1
.L458 1850,1
.B86 1814,1
.H695 1926,1
S77 1887 c.2,1
G47 1994,1
.S6746 1898,1
C33 1911,1
.P4333 1882,1
.H66 1873,1
N32 1937,1
.D3646 1886,1
I53 1925,1
.R25 1871,1
.B48 1847,1
S693 1996,1
S552 1826,1
.H791 1864,1
L4 1967,1
.J33639 1955,1
.G786 1971,1
.A46 1799,1
.M36 1935,1
N4 1858,1
.A86 1848,1
.F537 1981 Suppl. 1985,1
.F52 1899,1
B77 1988 c.2,1
.H6344 1896,1
R9 1941,1
N58 1919 c.1,1
.A44 1893,1
1964,1
.H37 1908,1
A274 1942,1
.D8 1926,1
.Y67 1885,1
.P74 1863,1
.D355 1921,1
H57 1934 c.1,1
A68 1849,1
.D385 1927b,1
P76 1874,1
.C789 1998,1
F85 1947,1
.R52 1914,1
.T395 1886,1
M33 1988,1
.K5637 1925,1
T73 1898,1
B45 1887 c.6,1
.M32736 1893,1
.B474 1995,1
.F6954 1913,1
.B76 1928 c.1,1
S63 1896,1
.C766 1897,1
L34 1905,1
.B87781 1906,1
C6 1967,1
.R6348 1955,1
.T6965 1930,1
.C535 1917,1
E523 1872,1
.L469 1967,1
P53 1894,1
M8 1865 c.1,1
.H65 1917,1
R44 1857,1
.L49 1972,1
.U53 1960,1
.S625 1900e,1
.P4367 1903 suppl.,1
S74 1863,1
.M47378 1949,1
.N494 1922,1
.B65 1971 c.1,1
I673 1900z,1
.H365 1880,1
.L694 1901,1
.F55 1934,1
.D5554 1877,1
.K84 1897,1
.B3756 1895,1
.S7345 1912,1
.B364 1846,1
M45 1950 c.2,1
.B3888 1923,1
.A557 1893,1
.J335 1924,1
.H545 1971,1
.R5344 1904,1
.W5637 1883,1
.S5 1892,1
.H32 1979,1
.S4535 1972,1
P33 1967,1
E36 1903,1
.A336 1894b,1
.W553 1931,1
C4 1842,1
C54 1862,1
.C37 1913,1
.T35 2014,1
1855 B37 1955,1
B54 1890,1
.P385 1914b,1
E17 1897,1
.W45 1899,1
.M494 1890,1
P37 1834,1
.C67565 1907,1
.W65 1878,1
.H37 1896 c.1,1
1885,1
S9 1927,1
.M3295 1971,1
.H48 1914,1
N4 1988 c.2,1
H34 1912,1
.E38 1813,1
G54 1904,1
.F33 1927b,1
F86 1901,1
E78 1901,1
C43 1892 c.1,1
.C6653 1901,1
.W4337 1884,1
.D81 1965,1
P58 1931,1
.L5847 1887,1
.B37 1884,1
S84 1900z,1
P67 1936,1
.H456 1869,1
.M45 1904,1
U57 1931,1
.S5635 1967,1
.O9463 1860,1
G45 1988,1
.W444 1892,1
.R947 1880z,1
.C86 1966,1
N58 1872p,1
1972,1
.S676 1897,1
.M3266 1923,1
.C6548 1935,1
.P33 1770,1
B53 1897,1
.K56 1911 c.1,1
S78,1
.L354 1915,1
M46 1869 c.1,1
.K42 1908,1
.B5158 1877,1
.W663 1948,1
.B66 1865,1
.B43 1957,1
.F5669 1912,1
I58 1950,1
.L694 1896,1
.B746 1907 suppl.1,1
G85 1950,1
.D769 1879,1
A254 1931,1
.S89 1855,1
.R36 1885,1
.E3393 1903,1
G74 1953,1
.H8448 1913 c.2,1
.M668 1891,1
.A88 1951b,1
C37 1998 c.1,1
.A1 1842,1
.M473956 1903,1
.B35 1897,1
.U727 1979,1
B7 1963,1
.C444 1882,1
.L36 1895,1
.S625 1875,1
.F69 1897,1
.M33458 1999 c.2,1
.R47 1913,1
.D569 1876 c. 2,1
J64 1950 c.1,1
G64 1944,1
H47 1884,1
.H563 1920,1
.K5 1876,1
.B8773 1940,1
.E18 1911,1
.F577 1867,1
K45 1881,1
.B4556 1890,1
.T4765 1887,1
.L58564 1899,1
O9 1911,1
.H8413 1718,1
.N696 1889,1
.M38 1998,1
.W5576 1914b,1
.H38 1925,1
.D737 1929,1
.H3 1937,1
N48 1954,1
.B654 1955,1
.C6753 1915,1
.H74 1963,1
N49 1864,1
T66 1934,1
.P34 1899,1
B83 1893,1
.A46 1973,1
A256 1924,1
.V3625 1974,1
.T476 1917,1
D2 1903,1
.S5347 1921,1
.R486 1898,1
.J4665 1900z,1
J83 1883,1
.K464 1941,1
K4 1908,1
.R63 1884,1
.L5846 1889,1
.Z3 1969,1
.O38 1907,1
.S4677 1890,1
.C87748 1937,1
.C6 1787,1
A3 1841,1
.M34377 1880,1
W55 1948,1
K56 1947,1
.N59 1972,1
.L3975 1908,1
H56 1988,1
S35 1833,1
N58 1982,1
.C69 1973 Index,1
F5 1955,1
.P5347 1881,1
.B3785 1887,1
.V3699 1800z,1
.H868 1956b,1
.E945 1879,1
.C4376 1878,1
.M544 1890,1
.E43547 1896,1
.G447 1856,1
.P3754 1877,1
.M5557 1926,1
.C346 1889,1
W43 1905,1
S8 1914,1
.E16 1931,1
C43 1851,1
M33 1936,1
.A544 1923,1
I5 1891,1
.T558 1947,1
.H3786 1907,1
.P43554 1863,1
.H3787,1
.L56 1930,1
1894,1
.S838 1908,1
W 1891,1
.W3586 1928,1
L66 1916,1
.W5555 1928,1
.G76 1998,1
.L3 1960,1
.W4363 1931,1
.C66 1930,1
.B47 1881,1
J85 1900,1
.C6657 1912,1
S35 1858,1
K5 1853,1
T74 1905,1
H65 1931,1
F56 1890,1
.S78 1843,1
.W3554 1912,1
.K453 1800z,1
.A1 1649,1
.S7484 1893,1
P5 1935,1
M3 1923 c.1,1
I8 1880,1
.C43774 1900,1
.S7336 1899,1
.W464 1897,1
B44 1815,1
.F858 1920,1
.A74 1934,1
C474 1904,1
.G46 1884,1
.N67 1973,1
.S5339 1904,1
J7 1900,1
.R6347 1929,1
.C3779 1887,1
.M2 1962,1
I76 1987,1
.L44 1851,1
.S67437 1922,1
.L33 1909,1
.O35 1939,1
P747 1855,1
H6 1965,1
M7 1891,1
.P7476 1913,1
.L22 1859,1
.A554 1902,1
L39 1880,1
S86 1937 c. 2,1
.G3736 1910,1
C65 1965,1
P4 1821,1
O97 1835,1
.W68 1794a,1
.S243 1959 v.1,1
P767 1900,1
.M3663 1914,1
.T7439 1930z,1
.V3647 1888,1
.P3754 1895,1
.M67 1916,1
G64 1896,1
.N47 1884,1
R47 1930,1
L18 1903,1
.H3974 1892,1
.A83 1938,1
.W374 1901,1
S8 1918,1
.V384 1976,1
L67 1897,1
N49 1893,1
.T4768 1931,1
.M97 1779,1
.S7535 1910,1
G73 1823,1
C55 1977,1
.U5 1989,1
.K565 1916,1
.D6 1930,1
.C37778 1877,1
H6 1925,1
.C65556 1916,1
B7662 1903,1
.B721 1966,1
B764 1878,1
U54 1948,1
.S4 1921,1
.S36 1928,1
.P645 1857,1
S33 1893,1
.S633 1883,1
B54 2013,1
G66 1931,1
.C7677 1932,1
W2 1908,1
.S48 1743,1
O97 1858,1
M37 1909,1
.B43 1846,1
.L44 1888,1
.B5 1774,1
C47 1960,1
W55 1968,1
.B476 1899,1
.A52 1894,1
W67 1989,1
B78 1907,1
S23 2003,1
R36 1936,1
H57 1909,1
.L5 1884,1
P745 1873,1
T46 1915,1
F58 1887,1
.S774 1896 Suppl.,1
L325 1937 c.1,1
.J35 1894,1
H36 1865 c.2,1
A18 1911,1
S94p 1971,1
.S43 1797,1
.V3648 1945p,1
F64 1904,1
.G3739 1918,1
S55 1882,1
F44 1863,1
K67 1930z,1
A4 1764,1
.J378 1879,1
H85 1902,1
S5 1941,1
C66 1912,1
A27 1915,1
.S4976 1903,1
O75 1881,1
.S6746 1904,1
1936,1
.M33 1970,1
C6 1855,1
M44 1918,1
.R534 1892,1
.K567 1879,1
.O39 1893,1
.M33 1902,1
.M483 1892,1
F3 1886,1
.B35 1896,1
.M3276 1955,1
.P64 1907,1
L4 1905,1
.S693 2015,1
.D37 1973,1
H68 1915,1
.B75 1833,1
.R4 1970,1
A244 1941,1
W55 1974,1
.R5344 1923,1
.O37 1841,1
.W4339 1900z,1
.F8 1635,1
A257 1911a,1
B53 1942,1
.F6954 1867,1
.H4359 1913,1
.H667 1908,1
S64 1895,1
.B749 1946,1
.W5 1863,1
.B5158 1897,1
.L395 1847,1
S38 1932,1
W7 1934,1
.G7456 1885,1
S3 1907,1
.S7374 1892,1
A43 1887,1
A54 1931 c.2,1
H36 1909,1
S73 1990 c.1,1
.B52 1960,1
D3 1905,1
L96 1860,1
.L4 1957,1
C37 1843,1
B9 1877,1
M87 1904,1
.L2 1964,1
.T366 1905,1
.T555 1878,1
J36 1924 c.2,1
T74 1990,1
.R6647 1917,1
L49 1846,1
.F46 1854,1
.H375 M46 1946,1
.I47 1778,1
D46 1967,1
G73 1865 c.2,1
A7 1852,1
.S47 1969,1
.B5556 1906,1
.W43785 1851,1
G73 1920,1
.H376 1856,1
.T875 1945,1
S48 1959,1
H55 1932,1
.P3754 1912,1
.B5211 1898,1
.C37768 1897b,1
.G38 1874,1
.F474 1937 c.1,1
E78 1900,1
.K54653 1891,1
.R95 1948,1
.D73 1867,1
C67 1903,1
M2 1939,1
.E1786 1937,1
.W6657 1940,1
.K73 1892,1
.C767 1927,1
S45 1917,1
.B5 1968,1
.H38565 1869,1
P28 1891,1
.M327376 1885,1
.B661 1891,1
.M5554 1925,1
O678 1930,1
.S244 1949,1
.P385 1914,1
C73 1937,1
G64 1879,1
.B4373 1902,1
.G6737 1875,1
M67 1999,1
.W41 1978 c.2,1
.K37 1997,1
.D97 1664,1
.P4555 1880,1
P54 1935,1
.H87 1924,1
.B48 1970,1
.H55 1886 c.2,1
.B3544 1973,1
G76 1868,1
S77 1855,1
.D684 1886,1
.W46637 1902,1
.M43 1868,1
.M86 1903,1
.H16 1875,1
.H64 1907,1
.I58 1839,1
.B7 M36 2008,1
.M35 1949,1
.C437 1898,1
.G739 1887,1
F53 1920 c.3,1
.W444 1939,1
B69 1920,1
.D3857 1934,1
.B77 1923,1
.O946 1929b,1
B621 1980,1
.W464 1902b,1
.B3784 1899,1
.M32943 1940,1
P76 1930,1
L38 1931,1
.W555 1869,1
.S783 1920,1
C67 1950 c.4,1
.G7457 1923,1
.A3 1861,1
B76 2004,1
.G85 1846,1
.K464 1920,1
L66 1900 c.2,1
L43 1907,1
W352 1892,1
B79 1894,1
.B43 1987,1
.N42 1975,1
.S9293 1850,1
.B42 1946,1
.V55 1875,1
.C5 1973,1
I5 1880 c.2,1
S53 1988,1
K44 1885,1
.G74 1846,1
A24 1895,1
H37 1934,1
.T4739 1906b,1
.L36336 1894,1
W42 1974 c.1,1
.M33485 1912,1
.T474 1947,1
.T558 1927,1
.P53875 1915,1
.D596 1927b,1
W4 1902,1
.P756 1825,1
.W555 1876,1
F5 1902,1
O55 1883,1
V7 1815,1
M3 1972,1
O42 1927 c.2,1
L97 1864,1
J64 1917,1
B55 1904,1
.M6637 1912,1
.C8884 1871,1
.W43557 1912,1
.E936 1922,1
.B445 1834,1
.P383 1902,1
.R67 1975 c.1,1
.F677 1953,1
P73 1897,1
.L44 1884,1
G35 1901,1
V35 1944,1
P35 1946,1
K45 1847,1
B755 1946 pt.4,1
E17 1913,1
.S9 1976,1
.L384 1800z,1
.C667 1929,1
.P769 1950,1
S37 1877,1
.L5 1972,1
W55 1859,1
F76 1987,1
.L3647 1908,1
.H48 1945,1
.N454 1875,1
.H67 1953,1
.D498 1905,1
B38 1965,1
.H6845 1847,1
.M39 1930,1
B6 1895,1
.J66 1924,1
.G474 1898z,1
.J338 1926,1
.F537 1981 Suppl. 1997,1
W55 1910,1
A5 1844,1
.P8 1883,1
.M33 1850,1
.M566 1928,1
.D25 1854,1
I6 1859,1
.M327 1900z,1
.W464 1892,1
.L596 1971,1
C43 1945,1
.H5357 1894,1
.O79 1898,1
.R66 1916,1
.Z55 2007,1
P37 1887,1
J2 1876,1
.A47 1984,1
.H555 1906,1
C58 1885,1
B77 1975,1
.H4775 1950,1
S65 1887,1
C45 1875,1
F67 1911,1
.B766 1974,1
.L45 1891,1
U545 1940,1
.R64 1929,1
C36 1902b,1
.A76 1941,1
F57 1954,1
M5 1910,1
.U5 1971,1
.L6845 1930,1
.Y686 1947,1
.U23 1960,1
.B353 1980 pt.1,1
.N55 1883,1
.H13 1865,1
.N72 1877,1
.G6639 1921,1
.N84 no.32,1
.L36 1845,1
J36 1883,1
.V45 1902,1
.J646 1884,1
.M4892 1932,1
.P674 1938,1
.L6635 1929,1
H6 1905,1
D55 1956,1
.B64 1902,1
I83 1990,1
.M4753 1940,1
L39 1914,1
A6 1885,1
.T635 1920,1
.O5,1
.R6348 1964,1
.D52 1983,1
T75 1895,1
.A23 1917,1
A4 1866,1
.P4555 1827,1
G75 1857,1
.B3785 1917,1
.P55 1971,1
.L5 1961,1
.G344 1894,1
.J4665 1869,1
V6 1942,1
.E37 1929,1
B765 1897,1
D52 1857,1
.O785 1895,1
.A33 1924,1
D87 2004,1
A6 1956,1
.F5347 1939,1
.K72 1971,1
L54 1890,1
N67 1969,1
.P7563 1890,1
.H55 1897b,1
.V36754 1880,1
W95 1874,1
D6p 1922 c.2,1
.S56 1876,1
C65 1861p c.1,1
.B77 1922,1
.H3787 1911,1
S7 1910,1
F57 1881,1
E5 1948 c.1,1
.E936 1930,1
.B694 1879,1
T756 1937,1
.S264 1856,1
.C66 1848,1
Z56 1959,1
B35 1932,1
.L596 1932,1
F57 1894,1
C683 1888,1
A264 1967,1
C53 1903,1
S47 1920,1
Z53 1990,1
.B76 1945p,1
C6 1930 c.2,1
B44 1878,1
.S885 1900z,1
.N37 1933,1
.L6963 1876,1
.L66 1926p,1
H88 1957 Index,1
A25 1886,1
.H69 1848,1
S83 2004,1
F577 1867,1
.M38 1913,1
D57 1906,1
.M334676 1977,1
.O88 1855,1
.S253 1907,1
M66 1916 c.1,1
C62 1926,1
.M6778 1937,1
.G65 1811,1
.T733 1935,1
T88 1870,1
.B6586 1896,1
N4867 2002,1
.B77 1929b,1
.T94 1895,1
C65 1990,1
.S677 1913,1
.B467 1895,1
A266 1897,1
P38 1867,1
.L35 1978,1
.W663 1904b,1
.A97 1891,1
.G6 1912,1
.L8465 1963,1
.B84 1991,1
N49 1955,1
.G674 1929,1
B67 1859,1
.C43676 1900z,1
.C73 1981,1
C463 1900z,1
.C6835 1950z,1
F76 1884,1
.S7445 1905,1
.L62 1972,1
N373 1975,1
.M15 1917,1
C68 1876,1
C4 1889,1
.A3 1899,1
R814 1955,1
.P36 1909,1
.P55 1865,1
S345 1976p,1
B69 1892,1
R46 1888,1
T39 1901,1
.S26 1998,1
.A3 1850,1
.D473 1896,1
.P4344 1938,1
.B93 1956,1
.L395 1900z,1
C56p 1862,1
I577 1913,1
.W44 1984,1
.P64 1906,1
.M67848 1900z,1
R53 1874,1
.E18 1899,1
V2 1959,1
.C5376 1892,1
.M66 1957,1
.R632 2006,1
.M6787 1937,1
S97 1903,1
M495 1877,1
.W444 1879,1
H36 1930,1
J64p 1894,1
T47 1912,1
.E98 1871,1
.S727 1828,1
M6 1928,1
.A9 1937,1
.W4664 1858,1
.K3 1969,1
.S783 1895,1
.S735 1906,1
.E884 1897,1
.V36365 1913,1
.B375 1951,1
.L679 1920b,1
.L49 1918,1
.G2 1831,1
U53 1890,1
C73 1910,1
G73 1953,1
A5 1887b c.1,1
.M6787 1926,1
.H355 1876,1
A27 1939,1
A55 1945,1
B87 1978 c.3,1
W55 1920,1
.Q32 1961,1
.D688 1889,1
.S4555 1928,1
A2 1882,1
.E37 1927,1
.S64 1814,1
S83 1982,1
J64 1959,1
.C667 1882,1
.W96 1872,1
B7 2013,1
.C8 1999,1
.S69 1996 c.2,1
S35 1926,1
.J49 1989,1
F76 1982,1
E37 1964,1
I6 1969,1
H83 1929,1
.S85 1916,1
.R8435 1911,1
S74 1920,1
.N5 1868,1
.B4 1881,1
.F5389 1897,1
.M5554 1939,1
.P55 1963,1
.H3954 1962,1
.J66 1911,1
.B683 1914,1
.H355 1900z,1
.F855 1914b,1
.A635 1945,1
N58 1961 c.2,1
.B49 v.18a 1939,1
V56 1829,1
I574 1927,1
.M668 1884,1
P73 1965,1
.H14 1899,1
B34 2008,1
.A43 1809,1
.K5659 1900,1
F795 1900z,1
A272 1938,1
.R287 1793,1
H494 1885 c.2,1
.H674 1947,1
S72 1865,1
.G644 1869,1
.H6878 1912,1
.B365 1907,1
.R533 1903,1
N44 1927,1
.M32678 1901,1
G74 1991c,1
A88 1874,1
.L484 1856b,1
.H3668 1911,1
A282 1918,1
C63 1986,1
.J34 1839,1
C37 1906,1
S26 1989pc,1
.C69 1954,1
N585 1856,1
P75 1931,1
.S657 1841,1
U54 1932,1
.J46 1994,1
R25 1953,1
1906 c.2,1
G53 1967,1
.S755 1859,1
.O54 1828,1
.F5 1938,1
.D375 1932,1
F67 1973,1
.S389 1926,1
.L79 1767,1
.D398 1930,1
.D46337 1947,1
H55 1924 c.2,1
.W5555 1889,1
H46 1928,1
.P6857 1877,1
.B44 1865p,1
.S63 1907,1
.L664 1930,1
O54 1944,1
S35 1995,1
.G74465 1854,1
.C4384 1896,1
.L466 1898,1
.K54653 1910,1
.S7736 1911,1
.K35 1865,1
.B38 1866,1
W5 1932,1
.B7 1962,1
.R433 1898,1
B43 1882,1
C45 1897,1
A72 1912 c.1,1
.T469 1887,1
.C487 1904,1
.B78 1930,1
.F54 1974,1
K63 1890,1
.H26 1897,1
E45 1943,1
O53 1898 c.1,1
P73 1840,1
.E27 1900z,1
.C37 1941,1
.F537 1981 Suppl. 2000 pt.1,1
.M73 1828,1
B45 1887 c.1,1
S85 1939 c.2,1
R441 1951,1
.H6643 1909,1
T247 1943,1
P83 1914,1
S2 M38 1991,1
.P3787 1915,1
H6 1927,1
T3 1885,1
P4 1930,1
.B78 1812,1
B95 1892,1
.D69656 1901,1
F73 1893,1
.B445 1881,1
C44 1913,1
A3 1840,1
F47 1973,1
.L846 1896,1
.C89,1
Z43 1885,1
Sect.B 1918,1
.B74p 1914,1
G66 1960 c.2,1
I576 1909,1
B73 1971,1
.J12 1860,1
M33 1881,1
C55 1910 c.2,1
H43 1871,1
.S755 1896,1
.W3556 1909,1
.M6776 1929,1
.H5554 1913,1
.H37757 1929b,1
.L468 1903,1
A3 1881 c.1,1
.A559 1935,1
.T8 1891,1
R48 1913,1
.A673 1867,1
.B43 1910,1
.C87385 1926,1
A266 1938,1
.T6965 1888,1
.L596 1947,1
.D488 1934,1
.W55 1924,1
.B543 1899,1
.V53 1982 c.1,1
S58 1920,1
.U643 1887,1
.L54 1915,1
.H883 1865,1
A73 1918,1
.D737 1892,1
.F57 1859,1
W44 1907,1
.F7447 1906,1
.W433 1880,1
F32 1895,1
.E175 1905,1
.C43676 1867,1
C47 1903,1
S66 1984 c.2,1
.M385 1878,1
C6 1952,1
.E4647 1890b,1
K38 1966,1
.G767 1934,1
.R843 1900z,1
V12 1932 c.1,1
M46 1843,1
A17 1894,1
.L5555 1915,1
.A633 1916,1
.D8 1886,1
D8 1915,1
M36 1973,1
C461 1937,1
.S68 1868,1
.P974 1929,1
.H39565 1901,1
.T58 1943,1
S4 1868,1
.L675 1971,1
.B8551 1918,1
.C447 1903,1
.M583 1907,1
S53 1954,1
M56 1859,1
G73 1876,1
C37 1974,1
.B5224 1914,1
R9 1881,1
.B75 1864,1
.D665 1893,1
.A735 1904,1
W55 1835,1
T6 1849,1
.C438 1865,1
G47 1926,1
A64 1988,1
.G7 1627 v.1,1
.C6653 1914,1
U6 1953,1
S65 1910,1
.N94 1907,1
.S4976 1880,1
O58 1917,1
.S7366 1914,1
.B73 1805,1
B63 2009,1
I53 1955,1
.S53476 1951,1
D4 1926,1
.H3776 1940,1
.C658 1887,1
I74 1990,1
M48 1855,1
.B732 1929,1
.P965 1915,1
.S43 1989,1
.A873 1904,1
.P74 1850,1
.W5553 1917,1
.W663 1884,1
S76 1845,1
V74 1860,1
.D4467 1900,1
.M668 1913,1
T74 1943,1
T55 1901,1
L56 1878,1
.L76 1882,1
.W372 1899,1
.P385 1925,1
.V3 1800,1
A63 1965,1
O73 1966,1
.G676 1940,1
.W6659 1893,1
.G5348 1909,1
I84 1855,1
.H355 1902c,1
H65 1920,1
.H8574 1922,1
B754 1770,1
F49 1900z,1
.R78 1891,1
.C3664 1945,1
F53 1829,1
N58 1855,1
J63 1983,1
.S78744 1912,1
.D383 1908,1
O6 1838,1
.R3564 1866,1
.M373 1993,1
.J66 1894b,1
.C5375 1883,1
L53 1924,1
G63 1910,1
.A152 1832,1
A274 1928,1
.M3255 1930,1
.H875 1922,1
.F6734 1885,1
.S53869 1909,1
.B87 1999,1
.U64 1951,1
.E333 1881b,1
I54 1878,1
.B874 1903,1
A2955 1900z,1
.P73 1925,1
.V667 1962,1
S35 1889,1
.H575p 1942 c.1,1
.M333 1896,1
.W464 1914,1
E2 1848,1
.H4359 1963,1
S8 1879,1
.S49 1939 index,1
H53 1914,1
.B6789 1949,1
.H883 1975,1
.S44 1915,1
.M363 1940,1
.C57 1879,1
.T4776 1930,1
.S33 1929,1
N482 1993,1
D435 1917,1
U7,1
.M327375 1936,1
S43 2009,1
.B476 1900z,1
S63 1846,1
Y46 1910,1
B38 1918,1
H2 1886,1
.S74 1897,1
S5 1925 c.1,1
.B3886 1800z,1
W2 1846,1
M35 1945,1
.P4334 1901,1
.B45 2005,1
.C6954 1850,1
.S625 1911,1
.S53473 1907c,1
.B76 1838,1
.B17 1855,1
.J364 1912,1
C44 1939,1
T88 1898 c.2,1
.C53 1930,1
J33 1976 Index,1
.A236 1930,1
.S65 1887,1
S76 1916,1
S75 1938,1
.I79 1922,1
.P694 1947,1
.W6637 1959,1
.B874 1924,1
F57 1978,1
S39 1970,1
O58 1893,1
N53 1911,1
.R6634 1904,1
S73 1949,1
H69 1898,1
.S234 1939,1
.G5353 1896,1
.T75 1972,1
.A4 1970,1
.H8448 1911,1
C7 1941,1
L66 1915,1
.D8 1973,1
.H29 1851,1
B29 1994,1
H33 1952,1
.M3265 1930,1
B39 1962,1
.F53744 1894a,1
N38p 1961 c.1,1
P62 1902,1
.U885 1937,1
Q35 1905,1
.T9 1984 c.2,1
.H79 1875,1
C66 1857 c.1,1
P4 1914,1
.A83 1781p,1
.P4555 1886,1
N49 1879,1
.L44 1872,1
T49 1885,1
.L3647 1945,1
H65 1874,1
S5 1925 c.2,1
G65 2006,1
.L8465 1866,1
.C87748 1912,1
M68 1843,1
S5 1886,1
.N58 1912,1
.B87785 1917,1
.H367 1943,1
.T25 1893,1
Q44 1880,1
S8 1851,1
.C438 1861,1
S34 1891,1
.C6556 1800z,1
.C66 1863,1
.B3769 1898,1
.C885 1900z,1
F67 1898,1
.B8 1963,1
I57p 1877,1
.L679 1920,1
F87 1932,1
H8 1960,1
.M9 1899,1
.K567 1905,1
.A75 1891,1
A5 1837,1
M57 1862,1
.P4387 1907,1
.C8737 1955,1
O84 1858,1
.F6684 1849,1
B54 1866,1
.G5636 1916,1
.A674 1910,1
.R465 1933,1
R437 1895,1
.B25 1968,1
C2 1878,1
H9 1902,1
F575 1976,1
.T395 1940,1
R43 1825,1
.S86 1874,1
.H5445 1898,1
.O53 1984,1
T4 1759,1
B73 1907,1
.J24 1842,1
A4 1871,1
.W5576 1894b,1
F36 1934,1
.N545 1928,1
.B82 1889,1
.C66 1866,1
N42 1909,1
.S7368 1882,1
S86 1880,1
.H474 1953,1
B73 1970,1
.M494 1946,1
.R6335 1881,1
B69 1862,1
.C72 1926,1
.S254 1800z,1
.C735 1921,1
W37 1887,1
.M473755 1855,1
M47 1940,1
Fe 2010,1
.D86 1974,1
I54 1975,1
.B8 1966,1
M67 1900z,1
.H37757 1888,1
Z55 1900z,1
.M345 1938,1
P9 1896,1
.J6467 1915,1
.R6368 1903,1
.A6 1877 c.2,1
.D63 1931,1
.C37 1907,1
.B5567 1887,1
.W534 1911,1
B39 1890,1
H43 1884,1
.M55 1897,1
R634 1956 c.2,1
.R61 1883,1
.E43557 1905,1
H55 1877,1
.C2 1907,1
C68 1964,1
A283 1907,1
.P3775 1938,1
.P35 1921,1
P84 1911,1
C377 1943,1
.L478 1897,1
.B7513 1888,1
.P43346 1935,1
T75 1877,1
.T65 1960,1
.C3747 1918,1
.A6 1850,1
G35 1945,1
.V435 1900z,1
.W373 1910,1
.I94 1928,1
M46 1887,1
.H4353 1880,1
C76 1878,1
R53 1948,1
U53 1913,1
.W4656 1872,1
.L4 1929b,1
.A23 1916c c.1,1
G37 1962,1
T63 1860,1
.H8676 1924b,1
F56 1966,1
.S9366 1923,1
W44 1917,1
.S6745 1880,1
.W5634 1869,1
B83 1958,1
.B7524 1902,1
V36 1913,1
.D384 1852,1
B57 1930,1
.H8677 1892,1
.K45 1893,1
.W4445 1903,1
B78 1918,1
N53 1957,1
1923,1
H36p 1888,1
.H3 1878,1
.D4686 1959,1
.F37 1973,1
B9 1878,1
M48 1871,1
C66 1914,1
B36 1867,1
.S73736 1929,1
.B556 1913,1
.B43885 1901,1
.P397 1921,1
.P3754 1923,1
.B3545 1871,1
C36 1865,1
.S9366 1927,1
B53 1973,1
.P665 1927,1
Y68 1890,1
F5775 1928,1
.K5637 1960,1
F3 1887,1
.P6947 1968,1
T48 1978,1
P2 1878,1
.S676 1851,1
.H6586 1953,1
C37 1888,1
M43 1902,1
.J88 1972,1
.R64 1851,1
B76 1908 c.2,1
.G377 1918,1
K62 1974 c.3,1
.V52 1927 c.2,1
B65 1957,1
.W56344 1925,1
.W43557 1892b,1
Z6 1863 c.1,1
.W53 1961,1
.S436 1900z,1
S76 1890,1
.R496 1885,1
S3 1888 c.2,1
.B532 1905,1
M67 1893,1
.D47 1910,1
.S677 1913b,1
.S783 1914,1
H3 1901,1
.H834 1904,1
.S29 1950,1
.C86656 1929,1
.F35376 1898,1
.C65556 1897,1
D68 1877,1
E54 1961p,1
.F4775 1906,1
.J33 1924b,1
P2 1932,1
.S5 1819,1
.G488 1902,1
.D5355 1872,1
T37 B766 1959 c.1,1
.F6954 1901,1
.T376 1915,1
.M67 1992,1
.D545 1995,1
.H385 1900z,1
V36 1808,1
S74 1857,1
.V35 1900z,1
.D43 1871,1
G62 1972 c.2,1
H82 1883,1
.M35 1965 Index,1
.B6921 1905,1
.E94743 1931,1
.F69 1935,1
.W3845 1896b,1
.M46 1878,1
R6 1954 c.2,1
