,4
reclass from NYS Er46 Sm585;,2
reclass from Vit. Rec. NYS Hamburg;,2
Reclass from Geneal. So835r;,2
Reclass from Ref. F129.B7C67 1950;,2
reclass from folio Vault G8825;,2
reclass from L.I. H2335;,2
Reclass from Geneal. Sh925s;,2
reclass from HG2613.B764 C58 1936;,2
reclass from geneal. Sh257s;,2
reclass from Z1215.A2 T25;,2
reclass from Arts D4 V6649;,2
reclass from F129.B7 B76 1959;,2
reclass from HS2513.B76 C66 1892;,2
reclass from NYS B6445;,2
reclass from Spec Coll Am. Rev. R1485 1793;,2
reclass from black hist H2265;,2
reclass from NYC B6675;,2
LC (stacks) collection;,2
reclass from Vit. Rec. NYS New Lebanon;,2
reclass from Arts B5 Z815;,2
reclass from CS71 .C3 1877;,2
reclass from Geneal. P2191pwc;,2
Reclass from Exhibition box 1 R/A D9215;,2
reclass from tx715.s77535 1991;,2
reclass from Vit. Rec. CT Weston;,2
reclass from Am. Rev. B6585;,2
reclass from Vit Rec CT New London;,2
reclass from Vit Rec TN New Hope;,2
Reclass from Vit Rec Westchester Co. NYS W52 Ea775;,2
Reclass from PZ7.S682 Go;,2
reclass from Vit Rec CT Danbury;,2
reclass from NYS Ad47 D1745;,2
reclass from Arts P4 Sa155;,2
reclass from Fol. Arts A4 G7987;,2
Reclass Z701.W37;,2
Reclass from Geneal. M;,2
reclass from Vit Rec NYS Albany Co.;,2
reclass from Vit. Rec. NYS Middlehope;,2
Reclass from Arts A4 H6293;,2
reclass from NYS Sa725 B4585;,2
reclass from E101.M85;,2
Reclass from Vit Rec NYS Ulster Co.;,2
reclass from Census Mis'ippi 1840;,2
Reclass from Ref E263.N6 H35;,2
reclass from R/A AY256.N5 G74 1801;,2
reclass from Vit Rec NYS Elbridge;,2
reclass from E354.T8;,2
reclass from NYS M757 P3375;,2
reclass from NJ Sa3204 C8443w;,2
reclass from Am. Rev. St725b;,2
reclass from NYS N514 D7525;,2
reclass from PS648.C45 R39 1870;,2
reclass from NYS C7545;,2
Reclass from Geneal. R;,2
reclass from Geneal. B3182b;,2
reclass from TG25.N53 V63 1983;,2
reclass from PZ3.H927 M;,2
Reclass from LI St475;,2
reclass from PZ3.C8519 A;,2
reclass from T15.B39;,2
reclass from Census Penn 1850;,2
reclass from Vault T3635;,2
reclass from Am. Rev. B1895;,2
reclass from L.I. P6716;,2
reclass from geneal. Sh935s;,2
Reclass from PN1588.B7 M33;,2
Reclass from Geneal. L5215hm;,2
reclass from Vit Rec CT Branford;,2
reclass from Vit Rec NYS Wappinger's Falls;,2
Reclass from Box 8;,2
reclass from new books box ?;,2
Reclass from Z701.C782;,2
reclass from Vit. Rec. Brookhaven;,2
reclass from Vit Rec NYS Wallkill;,2
reclass from Vault L9515m;,2
Reclass from Geneal. OL555o;,2
Reclass from Geneal. St535g Index;,2
reclass from Z1231.A6 D7;,2
reclass from Vit Rec NYS Bedford;,2
reclass from Fol. T9.E473;,2
reclass from PZ3.B729 In;,2
Reclass from Arts A4 H8395 1963;,2
reclass from Am. Rev. T7285g;,2
Reclass from Vault B1385;,2
reclass from RC607.A26 C3;,2
reclass from F3175 1799;,2
Reclass from Vit Rec NYS Shenandoah;,2
reclass from NYS Ir85;,2
reclass from Geneal. Guides D6505 1980;,2
Reclass from Geneal. D5585b;,2
reclass from Vault C3805;,2
reclass from Am. Rev. C7355;,2
reclass from Census NYC;,2
Reclass from Geneal. Ind. In25 5th ed.;,2
reclass from PZ3.G8227 To;,2
reclass from Vital records NYS;,2
reclass from Vault Ex785;,2
reclass from L.I. G1985;,2
reclass from Geneal. Coll. H5295;,2
reclass from Am. Rev. AL545;,2
reclass from PZ3.C355 Kin;,2
reclass from Geneal. B29418c;,2
reclass from Vit. Rec. NYS Pound Ridge;,2
Reclass from Am Rev C6485;,2
reclass from Geneal. R's;,2
reclass from geneal. Sh472sg;,2
Reclass from Am Rev M8375;,2
reclass from vit rec nys si;,2
reclass from Vit Rec NYS Westchester Co.;,2
reclass from Vit Rec NYS Harrison;,2
reclass from Vit. Rec. NYS Pompey;,2
Reclass from Queens H6295;,2
reclass from Vault R2185;,2
reclass from NYS W522 B6395 1848;,2
reclass from NYS St45 St455;,2
reclass from Vit. Rec. NYS Philipstown;,2
reclass from Am. Rev. An255;,2
reclass from Vit Rec MA Natick;,2
Reclass from Ref. F129.B7 N58p 1978c;,2
reclass from Vit Rec NYS Cortland Co.;,2
Reclass from Geneal. H;,2
reclass from NA6243.B7 W5 W56p 1928;,2
reclass from closed stack R/A E165 .L48 1829;,2
reclass from NYC H8385;,2
reclass from E184.S9 F2;,2
reclass from NYS Sh52 C7613;,2
reclass from Vit Rec IL Christian Co.;,2
reclass from CS483.F32;,2
Reclass from NYC H3795;,2
reclass from geneal. M;,2
reclass from census;,2
reclass from L.I. B76 H3585h;,2
reclass from Am. Rev. W2115;,2
reclass from Fol. Arts A1 M7675;,2
reclass from Arts P4 B7916 1976;,2
reclass from Am. Rev. B4105;,2
Reclass from Geneal. Sch285s;,2
reclass from geneal. P2515ph;,2
reclass from BX5937.R6 C6 1911;,2
reclass from geneal. C;,2
Reclass from Geneal. T;,2
reclass from Queens R5485pj;,2
reclass from Arts B5 P3825p;,2
reclass from Vital Records.;,2
Reclass from Geneal. St326s;,2
special coll;,2
Reclass from BX8528.G34 B76 1947;,2
reclass from Vit Rec NYS Coeymans;,2
reclass from BX7255.B76 P59 1907;,2
reclass from Fol. HA202.B87 1975;,2
reclass from Vit Rec NYS Alligerville;,2
Reclass from NA4473.B76 K56;,2
reclass from geneal. B1585b;,2
reclass from Am. Rev. R1485 1795;,2
reclass from CT275.S735 A3p;,2
Reclass from Vit Rec NYS Schoharie Co.;,2
reclass from Am. Rev. L5 Sal35;,2
Reclass from PZ3 .B934 Lit;,2
reclass from Fol. DA591.A33 P33;,2
reclass from GR105.S5;,2
Reclass from NYS N4206 D8525 1915;,1
Reclass from PZ3 .F755 Hou;,1
Reclass from NYS N512 <3575;,1
reclass from Geneal.G8755o;,1
reclass from Geneal. P2587pj;,1
reclass from US Col. Hist. O2355 17th c. v.3;,1
Reclass from NYS AL52 C4365;,1
reclass from geneal. V5885;,1
reclass from NJ M6682p;,1
reclass from Geneal. B29420b;,1
Reclass from Geneal. H1805f;,1
Reclass from PZ3 .F355 Bu;,1
reclass from L.I. F9695La;,1
Reclass from NYS Sa725 Sn275;,1
Reclass from L.I. So87 P2195;,1
reclass from PZ3.B729 Fet;,1
Reclass NYC B2259t;,1
reclass from Geneal. H;,1
Reclass from TS408.H83 1910;,1
reclass from NYS Sa725 So895;,1
Reclass from Am Rev D8885;,1
Reclass from R692.S74p 1914;,1
reclass from CS71.R386 1958;,1
reclass from NJ N4203 St934b;,1
Reclass from Geneal. P4535p;,1
Reclass from PN2256.L45;,1
Reclass from Geneal. W1345wi;,1
Reclass from Geneal. Guides R4584 1985;,1
Reclass from CT275.C55 A4 1821;,1
reclass from L.I. sw115;,1
reclass from Vit. Rec. NYS Hyndsville;,1
Reclass from NYS C72 EL595;,1
Reclass from Geneal. P4295pac;,1
reclass from BX9531.G8 S8;,1
Reclass from Geneal P2935pn;,1
reclass from KF9057.A52T46;,1
Reclass from NYS St46 C5795;,1
Reclass from S I B3435;,1
Reclass from E184.J5 S547;,1
Reclass from Vault C6855s;,1
Reclass from Black Hist. H5465d;,1
reclass from Geneal. An231ag;,1
Reclass from FOL NYC B8135y;,1
reclass from NYS Sa725 Se355;,1
Reclass from Geneal. P2587ph;,1
reclass from Am. Rev. N2135;,1
Reclass from NYS T54 D3715;,1
Reclass from Vault SL525;,1
Reclass from Census Alabama 1820;,1
Reclass fromCS71 .W616 1880;,1
Reclass from NYS N98 N7595;,1
reclass from NYS H1805;,1
Reclass from Geneal. Sh472c;,1
Reclass from NYC Sh445g;,1
Reclass from R/A B7805;,1
Reclass from R/A G5 1934;,1
reclass from JS344.A53 N58p 1890;,1
Reclass from Vault Ad185jqp;,1
reclass from Arts D2 M5755;,1
Reclass from Fol. Arts A4 Se915;,1
Reclass from NYS C42 T6625oc;,1
Reclass from Upstairs KFN5752 .A3 1873b;,1
reclass from u.s. col. hist. W3105;,1
Reclass from Vault St325;,1
reclass from ref hd9397.u53 n42;,1
Reclass from CS71 .W6673 1937;,1
reclass from NJ F8542 Si975;,1
Reclass from Geneal. P7635p;,1
Reclass from PZ3 .E30 Bal;,1
Reclass from NYC B8325;,1
reclass from Vit. Rec. NYS Minaville;,1
reclass from TG23.C96;,1
reclass from LB2831.92N58 1937;,1
reclass from NYS On9 D3605;,1
Reclass from Arts C5 Y845;,1
Reclass from NYS L732 H9275;,1
Reclass from Geneal. Sh438b;,1
Reclass from BT137.W45 H35 1806;,1
reclass from PZ3.K541 Al;,1
reclass from NYS Os9 C4755;,1
reclass from NJ B4536 B934;,1
Reclass from Folio Arts B5 C9365p;,1
reclass from PZ3.W5843 Sna;,1
Reclass from Arts A1 B4385;,1
Reclass from Am Rev K1555;,1
Reclass from Am Rev O5 W2775;,1
Reclass from JS638.L36;,1
reclass from Va. AL275 W2199;,1
Reclass from RS402.9.U54 M34p 1931;,1
reclass from geneal. P5415pa;,1
Reclass from PZ3 .F755 Tat;,1
Reclass from Geneal. OL655jo;,1
reclass from Vit Rec NYS Ellisburgh;,1
Reclass from R/A Un533nu;,1
reclass from Geneal. AL793r;,1
Reclass from NYS D23 D235p;,1
reclass from NJ N4225 H3834;,1
Reclass from Geneal. Sp413m;,1
Reclass from PZ3 .L7953 G61;,1
Reclass from PZ3 .Or45 1892;,1
Reclass from Geneal. St481mb;,1
Reclass from Geneal. Coll. Au765am;,1
Reclass from Geneal. Ax325a;,1
reclass from Vit Rec CT Gales Ferry;,1
reclass from geneal. St7685sw;,1
reclass from geneal. P1825Lp 1910;,1
Reclass from Upstairs TH7682.G7 G6 1867;,1
Reclass from Geneal. P8575tmp;,1
Reclass from Geneal P9264p;,1
Reclass from Arts A4 H7265;,1
Reclass from PZ3.B291 Ind;,1
reclass from NYS Ad47 W1555;,1
Reclass from Geneal. H3165e;,1
Reclass from V.L 565 Box 13;,1
Reclass from DX201.B7;,1
Reclass from Geneal. St719b;,1
reclass from NYS Sch28 Sch275;,1
reclass from NYS L32 D2935;,1
reclass from SI D2995;,1
Reclass from NYS R58 R5865sc;,1
reclass from NJ C8376;,1
reclass from PZ3.L241 Mil;,1
Reclass from Geneal. OL455jr;,1
Reclass from Geneal. AL557a;,1
reclass from NYS K8325;,1
Reclass from CS71.C456 1922;,1
Reclass from Vault Sa315;,1
Reclass from Z988.C644 1929a;,1
Reclass from NYS R66 F5195;,1
Reclass from Geneal. Sm626c;,1
reclass from PZ3.B729 And;,1
reclass from Geneal. B32196b;,1
Reclass from NYS Sa32 Sa325s;,1
Reclass from NYS N428 R9385h;,1
Reclass from PZ3.B43 1868;,1
Reclass from NYS So87 N7545;,1
reclass from CS71.T567 1959-85;,1
reclass from Arts D8 K148o;,1
Reclass from Conserv. box B;,1
Reclass from Geneal. Si 625K;,1
Reclass from Vit Rec NYS Scott;,1
Reclass from PZ3 .F739 V;,1
reclass from NYS AL13;,1
reclass from NYS C18 H2375;,1
Reclass TG15.W3;,1
Reclass from Folio Vault N4207;,1
Reclass from CS71.G195 1983;,1
Reclass from Geneal. P3345pd;,1
Reclass from Geneal. M5515a;,1
Reclass from Geneal B2752c;,1
reclass from PZ3.K131 Mi;,1
Reclass from Vault W5965c 1889;,1
Reclass from Geneal. Coll. B453g;,1
Reclass from LI W6975;,1
Reclass from CS71.C4667 1932;,1
Reclass from NYC Ed965;,1
reclass from geneal. St719fa;,1
Reclass from Vault Ad285;,1
reclass from NYS F6415hi vol.4;,1
reclass from bx4740 m44 1915;,1
reclass from Vault L3485;,1
Reclass from Geneal C5475w;,1
reclass from NYS P77 R3185 index;,1
reclass from NYS K5625;,1
reclass from Geneal. An261ag 1887;,1
Reclass from Geneal B1283b;,1
reclass from geneal. At963a;,1
reclass from Geneal. Os135f;,1
Reclass from Geneal. Ab263m on card.;,1
Reclass from PZ3 .M2875 Sar;,1
Reclass from Geneal. H1405tph;,1
Reclass from Arts B5 L1315w;,1
reclass from Arts D5 F8845;,1
Reclass from NYS W14 W1445;,1
Reclass from Geneal. C5493c;,1
reclass from Arts P7 St725;,1
Reclass from CS71.C443 1914;,1
reclass from Queens Q328;,1
Reclass from L I C97 J3595;,1
reclass from NYC Sk345 no.41ser.41;,1
Reclass from NYC B7455 Pt. 1;,1
Reclass from Geneal. Guides En275ha 7th ed.;,1
Reclass from Geneal. St471c;,1
Reclass from Vault J5645;,1
Reclass from Geneal. P2235pr;,1
Reclass from Geneal. Ind. M8115;,1
reclass from Spec. Coll. R/A RA982.N5N58 1797;,1
Reclass from Geneal. P9115pg;,1
Reclass from L I C33 D9955;,1
reclass from NYC C1325;,1
reclass from black hist G8945;,1
reclass from Queens L8505 1871;,1
Reclass from PZ3.B439 F;,1
reclass from Geneal. H1405f;,1
reclass from LI M76 P4955c;,1
reclass from Vit Rec CT East Canaan;,1
Reclass from Z1223.Z7 M67;,1
Reclass from Geneal. C5492c;,1
Reclass from PZ3.W596 Lea 1860-61;,1
Reclass from NYS M797 W9335 1874;,1
reclass from TX715.2 E34 1926;,1
Reclass from NJ M4138 Un35m;,1
reclass from Folio Arts A3 W6975;,1
Reclass from Geneal. An231at;,1
Reclass from Geneal C8725h;,1
Reclass from NYC Op55;,1
Reclass PZ3.V288 Fis;,1
Reclass from PZ3.S305 Bu;,1
reclass from NJ B6355;,1
Reclass from PN6101 .M55 1921;,1
Reclass from NJ At556;,1
Reclass from Vault B8635;,1
Reclass from NYS Sy81 B8305;,1
Reclass from Fol. Z1238 .R66 1955;,1
Reclass from Upstairs HJ2424.A59 B7 1882;,1
reclass from geneal. CS71.H2489 1992;,1
Reclass from PN6101.C66 1902;,1
Reclass from CS71.C526 1878 v.1;,1
Reclass from L I G16 D7435;,1
reclass from black hist L7525 1863;,1
CS71.C879 1983;,1
spec coll reclass from ct275.c69 p35 1845;,1
reclass from LI M76 M7625;,1
reclass from GV875.L6 B52 1990;,1
reclass from Geneal. W6618wi;,1
Reclass from NJ Ab223;,1
Reclass from Geneal. St481mr;,1
reclass from US Col. Hist. N3175;,1
Reclass from Am Rev T7255;,1
Reclass from General Collection Black Hist H7885;,1
reclass from Vault K7795;,1
reclass from NJ W5205 M3638;,1
Reclass from CT275.V36 M33 1846;,1
reclass from PZ3.B56 R;,1
reclass from Vit Rec NYS Ulster County P6;,1
reclass from NJ W5208 W5208w;,1
reclass from L.I.H37 M3555 2d ed.;,1
Reclass from Geneal. Coll. V3555;,1
Reclass from Geneal B1145b;,1
reclass from Bklyn M8115;,1
reclass from NYS W585 C4735;,1
Reclass from PZ3 .F568 Cap;,1
reclass from NYC M5358;,1
Reclass from Geneal. P8525pjs;,1
Reclass from NYS AL13 So535;,1
Reclass from Geneal. Sch625sm;,1
Reclass from US Col. Hist. L8215;,1
reclass from HG2613.B764 F85 1931;,1
reclass from NYS G8915;,1
Reclass from Fol. HD9057.U54 D84 1938;,1
Reclass from Black Hist. H8745;,1
reclass from PZ3.H8957 Ger;,1
reclass from Arts D4 Ay15L;,1
Reclass from Geneal. Ind. Sp375i;,1
Reclass from BX5980.B8 P55 1886 c.2;,1
reclass from CS71.T976 1992;,1
Reclass from Folio Vault L5925;,1
Reclass from HD5325.R12 1895 B76;,1
Reclass from NYS C319 C319sa;,1
Reclass from NYS M26 W6145;,1
Reclass from Am Rev F4965;,1
Reclass from Geneal. P9695r;,1
Reclass from CS71 .W616 1950;,1
Reclass from NYS Y80 At535ma;,1
Reclass from Geneal. P6835t;,1
reclass from NJ 5602;,1
reclass from Arts D75 H3355;,1
Reclass from F129.B7 P43;,1
Reclass fromGeneal. P2495b;,1
Reclass from NYS Orl M7235a;,1
reclass from Arts D7 B6445;,1
Reclass from Geneal. Sh445bm 1857;,1
Reclass from NA610.S55p 1978 pt.3;,1
reclass from NJ N4203 Se246;,1
Reclass from Ref. TR147 .S38;,1
Reclass from NYS J35 H8165;,1
Reclass from Geneal. P5395p;,1
reclass from L.I. V4865f;,1
Reclass from Am Rev L5 B8155;,1
reclass from L.I. W8855;,1
reclass from NJ P9105 C1525;,1
Reclass from PN6101 .S29 1866;,1
Reclass from NYS Sa725 St725r;,1
Reclass from Geneal. Ind. M3365 1967;,1
Reclass from Geneal. OL155g;,1
reclass from L.I. G7675;,1
reclass from NYS W26 W2605;,1
reclass from Queens Sh555;,1
Reclass from Geneal B8158t;,1
Reclass from Black Hist. W4985;,1
reclass from Vit. Rec. NYS Franklinville;,1
Reclass from CS71 .L787 1982a;,1
reclass from geneal. Av372d;,1
reclass from L.I. G5 1899;,1
Reclass from Geneal. Sp847m;,1
Reclass from Amer. Rev. O5 K6225;,1
Reclass from NYS En645;,1
Reclass from R/A St725;,1
reclass from Vit Rec CT Bloomfield;,1
Reclass from Geneal. Coll. M1945;,1
Reclass from CS71.F695 1994 v.4;,1
reclass from Vit Rec NYS Moreau;,1
Reclass from CT275.H666 B76 1914 c.2;,1
Reclass from Ref Un35dr;,1
Reclass from E664.D4 M7 1907;,1
Reclass from NYS B86 T4275;,1
Reclass Z8752.9 G84 1983;,1
reclass from L.I. Sh44 L1675;,1
reclass from qk571 .h66 1850;,1
Reclass from CS71.B28 1943;,1
reclass from NJ B9254 G9537;,1
reclass from Vit Rec NYS Collins;,1
Reclass from CS71.C487 1886;,1
Reclass from PZ3.R739 Un 1970;,1
reclass from NYS W367 C8385;,1
reclass from CS71.B27 1927;,1
Reclass from Geneal. AL211at;,1
reclass from Geneal. Ap485a;,1
Reclass from Geneal. Sm685s;,1
reclass from NJ G3172 B6136h;,1
reclass from NYS F6415hi vol.9;,1
Reclass from Geneal. Coll. H5885 v.3;,1
reclass from Arts B5 A3805sm;,1
Reclass from Geneal. P2775ap;,1
reclass from NJ M8315 T8862r;,1
reclass from R/A E450.C6 A2 1880;,1
Reclass from CS71.P625 1868;,1
reclass from Geneal. H1665wjh;,1
Reclass from NYS D95 M1375od;,1
Reclass from CS71.L787 1910;,1
reclass from NYS Ea7 Ea775 v.2;,1
reclass from CT275.M6785 C37 1974;,1
reclass from Vit Rec NYC Cortlandt;,1
Reclass from Geneal. W6714m;,1
reclass from Geneal. H1405sh;,1
Reclass from Geneal. Se165;,1
reclass from NYS Ev165;,1
Reclass from Geneal. B1345b;,1
reclass from geneal. Sh472scp;,1
Reclass from Vault L5105s;,1
Reclass from NYS H87 T6975 1868;,1
Reclass from NJ B4536 D9347;,1
reclass from Fol. BX1417.B7 O54 1953;,1
Reclass from NYS Y82 R6215;,1
reclass from NYS T49 K5995;,1
reclass from Queens Se945;,1
reclass from Geneal. St7685sc;,1
Reclass from NYS Sp33 W6185;,1
Reclass from R/A Un355f;,1
reclass from geneal. W1197w;,1
Reclass from Geneal. Coll. W5995 1868;,1
Reclass from Geneal C5552c 1902;,1
Reclass from NYS C29 V5125;,1
reclass from NYS Y80 F5195;,1
reclass from Geneal. B3186;,1
reclass from PZ3.T272 Wo;,1
reclass from Fol. Arts F6 F9127;,1
Reclass from GV873 .G7;,1
reclass from Arts D7 W9767;,1
reclass from Vital Records NYS White Creek;,1
Reclass from Geneal. So835b;,1
Reclass from HE356.5.N4 T75 1940;,1
reclass from NYC P3535;,1
Reclass from NYS So87 W3945;,1
reclass from NJ P2657 N3385e;,1
Reclass from TG25.N53 B755p 1891;,1
reclass from PZ3.C355 Bet;,1
Reclass from Geneal. P6875p;,1
reclass from E184.I6 W43;,1
reclass from Vit. Rec. CT Northford;,1
reclass from PZ3.B729 For;,1
Reclass from Geneal. P9265pwb;,1
Reclass from CS71.C387 1935;,1
reclass from PZ3.S827 Sea 1984;,1
Reclass from Ref. Fol. F129.B7 P77 1954;,1
Reclass from CS71.B28 1920;,1
Reclass from Geneal B2357b;,1
Reclass from Geneal. P9356m;,1
Reclass from F129.B76 S73p 1945;,1
reclass from Geneal. AL546s;,1
Reclass from CS71 .P625 1854;,1
Reclass from CS71.F855 1986;,1
Reclass from PZ7.S8367 St;,1
spec. col. 4;,1
Reclass from NYS L76 D7425;,1
Reclass from NYC C7865;,1
Reclass from Arts A4 W6932;,1
Reclass from CS71.B4405 1927;,1
Reclass from Folio Vault M5825m;,1
rclass from PZ3.C7387 Man;,1
Reclass from NYS N514 P2535;,1
reclass from NJ N4225 F5194;,1
Reclass from NYS B62 W6945;,1
reclass from PZ3.B44 Eye;,1
reclass from NYS M1155 vol.1;,1
Reclass from Geneal. Sp258h;,1
Reclass from Geneal. Coll. Ar585 v.2;,1
Reclass from R/A/HE4491.N583 C647;,1
Reclass from E281.T24;,1
reclass from PZ3.C439 De;,1
Reclass from Geneal. St535p;,1
Reclass from Arts B5 C3865r;,1
Reclass from NYS Sa72 Sco84;,1
reclass from Queens Q1565;,1
Reclass from geneal. P8715h;,1
Reclass from Geneal. P2205fsp;,1
reclass from u.s. col. hist. W55555s;,1
Reclass from Am Rev B4525;,1
Reclass from NYS W588 T6745;,1
reclass from PZ3.S89 Dre;,1
reclass from NJ M8315 D7313m;,1
Reclass from NYC OL14 copy 2;,1
Reclass from NYS Am34 R2515;,1
reclass from NYC D3734;,1
reclass from PZ7.L8773 In 1984;,1
reclass from NYS F6415hi vol.5;,1
Reclass from Am Rev C6715;,1
Reclass from PN6101.D384 1910;,1
reclass from NYS AL13 Sch895;,1
Reclass from PZ3 .C197 Fab;,1
Reclass from Upstairs HF5068.B7 H57 1893;,1
reclass from NYS B4935;,1
reclass from Arts P4 R8655;,1
reclass from NYS Or5 C4365;,1
Reclass from TS1090.H82;,1
Reclass from Geneal. St719st;,1
reclass from geneal. Au223a;,1
reclass from NYS Y27 St745;,1
reclass from NJ N4202b H3628;,1
reclass from NYS AL13 AL135ca;,1
reclass from Geneal. P8335ssg;,1
Reclass from Desk Ref. Fol. F128.37.K56 1908;,1
reclass from Vault So135 1706;,1
Reclass from NJ B2334 1845;,1
Reclass from NYS UL7 H5265;,1
Reclass from F129.B7 H578 pt.1;,1
Reclass from Exhibition box 2 R/A D4975a;,1
Reclass from Geneal. St3255h;,1
Reclass from Black Hist. G8625;,1
Reclass from Geneal B2358s;,1
Reclass from CS71.B375 1989a;,1
Reclass from S I D2997;,1
Reclass from Geneal. Sh813w;,1
reclass from Vit. Rec. NYS Gardentown;,1
reclass from PZ3.G821 Wom;,1
Reclass from NYS M725 Sn275;,1
Reclass from CS71.B526 1989;,1
reclass from Vit Rec NYS Binghampton;,1
reclass from PZ3.B27 Flo;,1
reclass from Geneal. An257b;,1
reclass from NYS P98 P9805;,1
Reclass from Geneal. OL167L;,1
Reclass from LI D7435;,1
Reclass from Geneal. P3631c;,1
Reclass from F128.65.F67 L66;,1
Reclass from CS71.B9674 1990;,1
reclass from PZ3.B674 Je;,1
Reclass from Vault L9515;,1
Reclass from CS71.S579 1857;,1
reclass from NJ G5182 Ea778;,1
reclass from NYC 9755;,1
reclass from Vit Rec NYS East Fishkill Landing;,1
Reclass TS520.H67;,1
reclass from NYS On6 Ar255;,1
Reclass from NYC R4498 copy 1;,1
reclass from NYC D3245r;,1
Reclass from PN6101.D34 1865;,1
reclass from NYS F8895;,1
reclass from LI Se Ad535;,1
Reclass from Geneal. Sh555sfd;,1
reclass from Queens T5505;,1
Reclass from NJ F8873;,1
reclass from OL555e;,1
Reclass from TX715.2.B44 1860;,1
reclass from Vit Rec CT Windham Co.;,1
reclass from ay256.s66 1835;,1
reclass from PN6101.L58 1895;,1
Reclass from NYS K575 C6905;,1
reclass from black hist F9295;,1
